3538cba1-55d9-4440-9bd6-710400c9f62f,28.592,Высшие растения
c30a896c-6d80-454d-ac2d-103c3f4082fa,28.592.1,Моховидные (бриофиты)
9846b00e-63f9-42e1-a954-2372d15b60af,28.592.3,Хвощевидные (эквизетофиты)
78a8bd8f-c10c-4ff6-9d25-17c9585583d0,28.592.5,Папоротниковые (полиподиофиты)
12abe286-929c-4435-811a-cb47c23fa394,28.592.6,Голосеменные
82aa14f6-d519-4204-b475-aefd7ddff54b,28.592.7,"Покрытосеменные (цветковые растения, магнолифиты)"
57ff3234-2f16-4703-9a5f-ea39d66a6617,28.592.71,Однодольные (лилиопсиды)
e526bebe-d1ee-42a9-bb81-d955c33b51df,28.592.72,Двудольные (магнолиопсиды)
95557c47-99df-4fc6-b684-7a767cf50f16,28.6,Зоология
8150eed5-b0a1-4e97-917d-022316dfe021,28.6л6,"Зоологические парки, сады и музеи"
60e8b411-b8cd-41ca-b3cf-601f0f380d29,28.6с,Техника и организация зоологических исследований
eb3e82ce-4912-4ead-8a9d-ec3379d00617,28.62,Происхождение и эволюция животных (филогенез). Эволюционная биология животных
f66c0890-ca1e-47eb-a508-85c08f0da2c6,28.63,Индивидуальное развитие животных (онтогенез). Биология развития животных
d7ca0c88-bf2e-4d44-bd03-82728fe36af7,28.64,Генетика животных
ac2e630f-e44a-4906-90cd-31fd2450e5b0,28.65,Цитология животных
77fd1e5d-1268-49d9-926a-6cc2af51c6b8,28.66,"Морфология, анатомия и гистология животных"
c9342c60-5bd5-46e9-a2bf-6ab7bfb77916,28.67,"Биофизика, биохимия, физиология и иммунология животных"
0be2e5e3-74a9-4596-b4de-32bf9ac6fc8c,28.671,Биофизика животных
fa7c368c-093a-4dfd-b132-98b0655a77ed,28.672,Биохимия животных
0ce2c029-1493-4835-b376-126e08232b62,28.673,Физиология животных
06b87fd7-590f-4ff9-b0ea-b1bd6a7bb928,28.674,Иммунология животных
7b7c3fdf-3d01-48dc-8166-61365bcc5fdf,28.68,Экология и география животных
0705b092-fc51-4b27-9489-3d97cdc809d1,28.680,Экология животных
6f892f95-e68a-4f3e-b880-39a6ac9525d7,28.685,География животных (зоогеография) и фаунистика
9bcf49a1-c3d6-468a-aaa7-1e53e79ad06c,28.69,Систематика животных
7d2c6634-123e-4fe0-9afb-a7c338a7d2e9,28.691,Беспозвоночные. Зоология беспозвоночных
20355dbd-931a-4672-bde0-a64babd9c109,28.691.8,Членистоногие
1fbe0e45-8f26-448d-8bd5-9c5392179f33,28.691.89,Насекомые. Энтомология
2ab1cbf8-2ff6-435a-b36d-7014642f0fdc,28.693,Хордовые
2783938e-5cba-4c8a-9cf6-f36c00f286bc,28.693.3,Позвоночные. Зоология позвоночных
cc9de2ac-89ad-4258-8959-0ebce0a2d554,28.693.32,Рыбы. Ихтиология
180761a8-0609-418e-9965-5fbd16807432,28.693.33,Земноводные. Батрахиология
e8c74d54-eda2-4cc0-918e-47b8e28c6a98,28.693.34,Пресмыкающиеся. Герпетология
7f817706-1f30-4f0d-b5b0-1a6663c78405,28.693.35,Птицы. Орнитология
31952bd9-84d7-4599-8577-a38c65a0792e,28.693.36,Млекопитающие. Териология
9c13e829-da22-46a6-a210-f40e2bd492de,28.7,Биология человека. Антропология
50e7a5ce-9eba-4fcf-954b-a9e98acacaf4,28.70,Биология человека
4be912c5-8d71-4d8b-8486-8a096bcf5f9d,28.703,Биология развития человека
b2ef8bd0-5a0b-45b2-a03f-a35ef8583d3f,28.704,Генетика человека (антропогенетика)
8fc9aad6-f174-48dd-9b3c-03b731e61990,28.705,Цитология человека
21c5f856-eef7-4be9-9f46-07f0a842cef5,28.706,Анатомия и гистология человека
c464f700-d1d2-4589-af6b-2ba4368ea34d,28.707,"Биофизика, биохимия, физиология и иммунология человека"
b1e5c1e4-e1e0-463f-aba3-76c793bf90f5,28.707.1,Биофизика человека
80706d84-8df9-4d2c-ac26-e7b258699d68,28.707.2,Биохимия человека
78fe3dac-0515-4584-9ee7-672caf729c3f,28.707.3,Физиология человека
e42d1859-514f-4be8-a327-1d15d5c72497,28.707.4,Иммунология человека
ef53311b-db02-48d0-8a81-2544814b1496,28.708,Биоэкология человека
afb74f3a-0c8d-4a9f-b2b6-822eaef3e2e8,28.71,Антропология
726a4bb4-0c72-4b1b-855d-115a3e7c1fb9,3,Техника. Технические науки
3d3195c8-ff84-42eb-8ac7-3c0d90c3a143,30,Техника и технические науки в целом
e9a012bb-230d-44f9-b4f8-c3c11cf7ab3b,30в6,Техническое моделирование
9f5cbbf4-8264-4300-a5cb-3b524b771367,30г,История техники
942c9ea8-322c-4640-bac5-943928271aaa,30л6,Технические музеи и выставки
4d4638ee-ae87-48f3-9ba8-d4435c5253f4,30н,Техника безопасности
0bb4725d-f384-40ec-9c9e-e40202466df1,30ф,Научно-информационная деятельность
d8ee79e4-02dd-4cd2-9b10-875f8e21a0d8,30у,Изобретательство и рационализация в области техники. Патентное дело
de0a97b2-7f4c-4d17-a57f-18d9a5e843db,30ц,"Стандартизация, нормализация, установление технических условий"
06ffe71a-e797-4afe-b1a8-bab32096c1d3,30.1,Общетехнические дисциплины
5cd5f128-c931-47e9-bbfa-c7a67f18ba47,30.10,Метрология. Техника измерений
4b8e9169-3221-46ae-90a9-997347e53ba1,30.11,Черчение
0b6de9c2-c750-46b7-8a0c-e11a2b45d7a9,30.119,Техническое рисование
f73346eb-52f6-4c16-a230-9d1a864b75e5,30.12,Техническая механика
38cd2715-490b-4675-8d9e-fc662210702b,30.121,Сопротивление материалов
02cafcaa-78a6-43de-aef9-a994457f1cd1,30.123,Техническая гидромеханика (гидравлика)
a415071f-a595-4c7b-8a93-1c720318c210,30.124,Техническая аэродинамика
21428ace-0c20-40a8-8e61-514488f233cd,30.125,Техническая магнитная гидродинамика
bdf9a72b-40d9-40e9-9a4a-53d131db8f1f,30.13,Техническая физика
a1f25cd1-5ed4-41b0-b796-2b0def9e8400,30.14,Теория надежности
6e285ba2-4aa5-432f-b4bc-7bab29c501e5,30.16,Бионика
4d4ee39b-c6d7-4b16-8668-1d06ff370ca8,30.18,Техническая эстетика. Промышленный дизайн
d6ff7794-4226-4d73-8d25-a471ff1e4a68,30.2,Проектирование
9235de11-55b8-432c-b1d9-49497de065f6,30.2-5-05,Автоматизация и компьютеризация проектирования
00cfc0d4-5279-46f0-b895-b00cfdf3164f,30.3,Сырье. Материалы. Материаловедение
b36c6e7b-259a-407b-a4b0-2ba96fd1fb9e,30.36,Материалы по роду структуры
13f8a6e9-1cb4-4aeb-9e0a-49b64a855ddf,30.37,Материалы с особыми свойствами
6d817cf7-54be-4d84-b28f-6d7cc71067c9,30.4,Конструкции
f693657e-f24c-4e0b-97d6-a6e66b55ee65,30.6,Общая технология. Основы промышленного производства
7e5699e2-73ce-497a-a69d-bacf503c1dbb,30.604,Промышленные предприятия
f55555fb-fd98-4db8-a8af-4da45f56fc0d,30.604.5,Склады. Складское хозяйство
499d91e3-2016-47f7-a13f-9873268b72fa,30.605,Промышленное оборудование
805bce67-e758-413f-9323-85ccc3ac4e33,30.606,Организация технологических процессов
ff3b35bd-dec0-4bf0-9688-a2d6adc09f7b,30.607,Технический контроль производства
5bd36871-3839-4bb8-8458-c40a97c00eff,30.609,Продукция
711eac28-276c-46db-bff6-5c8dce601932,30.68,Обработка отдельных материалов
c1225d85-16c5-4409-bfa5-03a9499c9efd,30.69,Промышленная экология. Промышленные отходы
a0b61bf1-2bb2-4f35-a476-9ed4c09f35b9,30.8,"Монтаж, эксплуатация, ремонт машин и промышленного оборудования"
143ecf0d-6acb-4c87-8495-e81f785a47bd,30.81,Монтаж и демонтаж
b0ad94e3-a001-4e90-8c0d-92bc5879e0f4,30.82,Эксплуатация
622d577b-974b-468f-8991-41f14cdfae72,30.83,Ремонт. Восстановление
49378897-9920-4a32-be4b-4dedd9bb76a0,30.9,Реконструкция и модернизация машин и промышленного оборудования
87a144f8-af75-4fd7-b6e4-ea538ce80d00,31,Энергетика
28943fb3-b557-4986-98b3-1f7ae45a0681,31.15,Источники энергии. Энергетические ресурсы
cd183bf5-50b0-4464-b8f9-c36e10675d5b,31.16,Энергетическое оборудование. Энергомашиностроение
fd14701a-6468-4172-9358-a06dedfb287e,31.19,Энергетическое хозяйство
238d22b7-ca8d-4440-9187-c88bc398c6b7,31.2,Электроэнергетика. Электротехника
